vendor,catalog,description,bin_locations,ai_keywords
BRI,1174,"2"" X 1-1/4"" REDUCING BUSHING",{18-42-705},"{""2\"" reducing bushing"",""1-1/4\"" reducing bushing"",""reducing bushing"",""bushing adapter"",""PVC reducing bushing"",""NEMA rated bushing"",""BRI catalog 1174"",""red reducing bushing"",""electrical fittings"",""bushing size reduction"",31.8mm,""31.8 mm"",32mm,""32 mm"",3.18cm,""3.18 cm"",3.2cm,""3.2 cm"",6.4mm,""6.4 mm"",6mm,""6 mm"",0.64cm,""0.64 cm"",0.6cm,""0.6 cm"",50.8mm,""50.8 mm"",51mm,""51 mm"",5.08cm,""5.08 cm"",5.1cm,""5.1 cm""}"
BRI,1175,"2"" X 1-1/2"" REDUCING BUSHING",{18-42-706},"{""Reducing Bushing"",Bushing,""Reduce Adapter"",""2 inch bushing"",""1-1/2 inch bushing"",""BRI 1175"",""Plastic Bushing"",""NEMA compliant"",""Electrical Fittings"",""Pipe Reducer"",38.1mm,""38.1 mm"",38mm,""38 mm"",3.81cm,""3.81 cm"",3.8cm,""3.8 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm"",50.8mm,""50.8 mm"",51mm,""51 mm"",5.08cm,""5.08 cm"",5.1cm,""5.1 cm""}"
BRI,1176,"2-1/2"" X 2"" REDUCING BUSHING",{18-42-707},"{""2-1/2 inch reducing bushing"",""reducing bushing"",""bushing adapter"",""bushing reducer"",""BRI reducing bushing"",""plastic reducing bushing"",""1.5 inch to 2 inch bushing"",""NEMA type reducer"",""2 inch PVC bushing"",""red reducing bushing"",63.5mm,""63.5 mm"",64mm,""64 mm"",6.35cm,""6.35 cm"",6.4cm,""6.4 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm"",50.8mm,""50.8 mm"",51mm,""51 mm"",5.08cm,""5.08 cm"",5.1cm,""5.1 cm""}"
BRI,1179,"3"" X 2-1/2"" REDUCING BUSHING",{18-42-708},"{""3 inch reducing bushing"",""reducing bushing"",""bushing reducer"",bushing,""red reducing bushing"",""electrical fittings"",""plastic bushing"",""rated for 600 volts"",""BRI bushing"",""NEMA rated bushing"",63.5mm,""63.5 mm"",64mm,""64 mm"",6.35cm,""6.35 cm"",6.4cm,""6.4 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm"",76.2mm,""76.2 mm"",76mm,""76 mm"",7.62cm,""7.62 cm"",7.6cm,""7.6 cm""}"
BRI,1182,"3-1/2"" X 3"" REDUCING BUSHING",{18-42-801},"{""3-1/2 inch x 3 inch reducing bushing"",""reducing bushing"",""bushing reducer"",""3.5 inch x 3 inch bushing"",""PVC reducing bushing"",""NEMA rated reducing bushing"",88.9mm,""88.9 mm"",89mm,""89 mm"",8.89cm,""8.89 cm"",8.9cm,""8.9 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm"",76.2mm,""76.2 mm"",76mm,""76 mm"",7.62cm,""7.62 cm"",7.6cm,""7.6 cm""}"
BRI,1185,"4"" X 3-1/2"" REDUCING BUSHING",{18-42-802},"{""4 inch reducing bushing"",""reducing bushing"",bushing,""4x3.5 reducing adapter"",""polymer reducing bushing"",""rated for high voltage"",""NEMA rated bushing"",""BRI reducing bushing"",""electrical fittings"",""size 4 inch by 3.5 inch"",88.9mm,""88.9 mm"",89mm,""89 mm"",8.89cm,""8.89 cm"",8.9cm,""8.9 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm"",101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm""}"
BRI,1251,"1/2"" WEATHERHEAD",{18-02-701},"{""1/2 inch WEATHERHEAD"",weatherhead,""weather head"",""WEATHERHEAD connector"",NEMA,""BRI 1251"",""1/2in WEATHERHEAD"",""weatherhead fitting"",""brass weatherhead"",""rated for outdoor use"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
BRI,1252,"3/4"" WEATHERHEAD",{18-02-705},"{""3/4 inch Weatherhead"",""Weatherhead fitting"",""Weatherhead connector"",WH,PVC,""high rating"",""NEMA type"",""sealant fitting"",""weather-resistant fitting"",19.1mm,""19.1 mm"",19mm,""19 mm"",1.91cm,""1.91 cm"",1.9cm,""1.9 cm""}"
BRI,1253,"1"" WEATHERHEAD",{18-02-801},"{""1 inch weatherhead"",""weatherhead connector"",""weatherhead fitting"",""1 inch conduit fitting"",""NEMA rated weatherhead"",""BRI 1253 weatherhead"",""weatherhead electrical part"",""PVC weatherhead"",""weatherhead outdoor use"",""1\"" weatherhead fitting"",25.4mm,""25.4 mm"",25mm,""25 mm"",2.54cm,""2.54 cm"",2.5cm,""2.5 cm""}"
BRI,1254,"1-1/4"" WEATHERHEAD",{18-02-802},"{""1-1/4 inch Weatherhead"",""Electrical fittings"",""Weatherhead fittings"",W-HD,PVC,""5 stars"",""NEMA ratings"",31.8mm,""31.8 mm"",32mm,""32 mm"",3.18cm,""3.18 cm"",3.2cm,""3.2 cm"",6.4mm,""6.4 mm"",6mm,""6 mm"",0.64cm,""0.64 cm"",0.6cm,""0.6 cm""}"
BRI,1255,"1-1/2"" WEATHERHEAD",{18-02-803},"{""1-1/2\"" WEATHERHEAD"",WEATHERHEAD,""weatherhead fitting"",""weatherhead connector"",""WEATHERHEAD 1.5 inch"",metal,""NEMA type not applicable"",""BRI catalog 1255"",""electrical fitting"",""high performance weatherhead"",38.1mm,""38.1 mm"",38mm,""38 mm"",3.81cm,""3.81 cm"",3.8cm,""3.8 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
BRI,1256,"2"" WEATHERHEAD",{50-01-907},"{""2 inch weatherhead"",""weatherhead fitting"",""2\"" conduit connector"",weatherhead,""conduit fitting"",""NEMA type"",""weatherhead connector"",""conduit accessory"",""BRI catalog 1256"",""2\"" electrical parts"",50.8mm,""50.8 mm"",51mm,""51 mm"",5.08cm,""5.08 cm"",5.1cm,""5.1 cm""}"
BRI,1257,"2-1/2"" WEATHERHEAD",{18-02-805},"{""2-1/2\"" WEATHERHEAD"",""Weatherhead fitting"",""Weatherhead connector"",""Weatherhead coupling"",""Electrical fittings"",""Hydraulic fittings"",NPT,""Braided hose"",BRI,1257,63.5mm,""63.5 mm"",64mm,""64 mm"",6.35cm,""6.35 cm"",6.4cm,""6.4 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
BRI,1258,"3"" WEATHERHEAD",{18-02-806},"{""3 inch Weatherhead"",""Weatherhead fitting"",""Hydraulic hose fitting"",""Hose connector"",""Braid reinforced"",""BRI fittings"",""NEMA rated"",""Weatherhead type connector"",""3\"" Weatherhead"",""BRI catalog 1258"",76.2mm,""76.2 mm"",76mm,""76 mm"",7.62cm,""7.62 cm"",7.6cm,""7.6 cm""}"
BRI,1260,"4"" WEATHERHEAD",{18-02-807},"{""4\"" WEATHERHEAD"",weatherhead,""weather head"",""NEMA 4"",""conduit fitting"",""electrical connector"",""BRI weatherhead"",""weatherhead fittings"",""rated for outdoor use"",""brass and PVC"",101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm""}"
BRI,126S,"2"" STEEL BONDING LOCKNUT",{34-04-901},"{""2 inch steel bonding locknut"",locknut,""bonding locknut"",""steel locknut"",""NEMA type locknut"",""electrical locknut"",""metal locknut"",""2\"" bonding nut"",""galvanized steel locknut"",""mechanical fastener"",50.8mm,""50.8 mm"",51mm,""51 mm"",5.08cm,""5.08 cm"",5.1cm,""5.1 cm""}"
BRI,128S,"3"" STEEL BONDING LOCKNUT",{16-57-808},"{""3 inch steel bonding locknut"",locknut,""bonding locknut"",""electrical locknut"",""NEMA bonding locknut"",""metal locknut"",""steel locknut"",""UL rated locknut"",""locknut for bonding"",""3 inch locknut"",76.2mm,""76.2 mm"",76mm,""76 mm"",7.62cm,""7.62 cm"",7.6cm,""7.6 cm""}"
BRI,146,"2"" SEALING LOCKNUT",{20-52-804},"{""2 inch sealing locknut"",""locking nut"",""lock nut"",""SEALING LOCKNUT"",nut,""metal locknut"",""electrical locknut"",BRI,NEMA,""locknut for conduit"",50.8mm,""50.8 mm"",51mm,""51 mm"",5.08cm,""5.08 cm"",5.1cm,""5.1 cm""}"
BRI,1520DC,"1/2"" DIECAST OFFSET NIPPLE",{18-40-601},"{""1/2 inch diecast offset nipple"",""diecast nipple"",""offset nipple"",""NEMA 1/2"",""NEMA nipple"",""metal nipple"",""electrical conduit"",""BRI 1520DC"",""1/2\"" NPT"",""rated nipple"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
BRI,1521DC,"3/4"" DIECAST OFFSET NIPPLE",{18-40-602},"{""3/4 inch diecast offset nipple"",""diecast nipple"",""offset nipple"",""3/4\"" nipple"",""nipple fitting"",""metal nipple"",""BRI 1521DC"",""diecast material"",""plumbing accessories"",""electrical conduit fittings"",19.1mm,""19.1 mm"",19mm,""19 mm"",1.91cm,""1.91 cm"",1.9cm,""1.9 cm""}"
BRI,1522DC,"1"" DIECAST OFFSET NIPPLE",{18-40-603},"{""1\"" Diecast Offset Nipple"",""Diecast Nipple"",""Offset Nipple"",Nipple,""1 inch Diecast"",""Electrical Fittings"",""BRI 1522DC"",""Diecast Metal"",""Industrial Nipple"",""NEMA Rated Nipple"",25.4mm,""25.4 mm"",25mm,""25 mm"",2.54cm,""2.54 cm"",2.5cm,""2.5 cm""}"
BRI,1523DC,"1-1/4"" DIECAST OFFSET NIPPLE",{18-40-604},"{""1-1/4\"" DIECAST OFFSET NIPPLE"",""diecast nipple"",""offset nipple"",""nipple 1.25 inch"",""metal conduit fitting"",""BRI 1523DC"",die-cast,""NEMA type"",""electrical conduit accessory"",""high rating"",31.8mm,""31.8 mm"",32mm,""32 mm"",3.18cm,""3.18 cm"",3.2cm,""3.2 cm"",6.4mm,""6.4 mm"",6mm,""6 mm"",0.64cm,""0.64 cm"",0.6cm,""0.6 cm""}"
BRI,1524DC,"1-1/2"" DIECAST OFFSET NIPPLE",{18-40-605},"{""1-1/2 inch diecast offset nipple"",""diecast nipple"",""offset nipple"",""1.5 inch conduit fitting"",""BRI 1524DC"",""DIECAST material"",""rated for indoor use"",""nipple fitting"",""NEMA type not applicable"",""conduit accessory"",38.1mm,""38.1 mm"",38mm,""38 mm"",3.81cm,""3.81 cm"",3.8cm,""3.8 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
BRI,1525DC,"2"" DIECAST OFFSET NIPPLE",{50-03-803},"{""2 inch diecast offset nipple"",""diecast pipe fitting"",""offset nipple"",""nipple fitting"",""DC offset nipple"",""2'' nipple"",""diecast metal"",""electrical conduit"",""NEMA rated"",""BRI catalog 1525DC"",50.8mm,""50.8 mm"",51mm,""51 mm"",5.08cm,""5.08 cm"",5.1cm,""5.1 cm""}"
BRI,1526DC,"2-1/2"" DIECAST OFFSET NIPPLE",{18-40-501},"{""2-1/2\"" Diecast Offset Nipple"",""Diecast Nipple"",""Offset Nipple"",""Nipple Connector"",""Metallic Nipple"",""Electrical Conduit Fitting"",""BRI 1526DC"",""NEMA Type"",""Corrosion Resistant"",""Standard Ratings"",63.5mm,""63.5 mm"",64mm,""64 mm"",6.35cm,""6.35 cm"",6.4cm,""6.4 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
BRI,1527DC,"3"" DIECAST OFFSET NIPPLE",{18-46-502},"{""3 inch diecast offset nipple"",""diecast nipple"",nipple,""DC nipple"",""3 inch nipple"",diecast,""metal fittings"",""plumbing fittings"",""BRI part 1527DC"",""offset nipple"",76.2mm,""76.2 mm"",76mm,""76 mm"",7.62cm,""7.62 cm"",7.6cm,""7.6 cm""}"
BRI,152DC,"3/4"" WATERTIGHT HUB",{18-57-716},"{""3/4 inch watertight hub"",""watertight fittings"",""waterproof conduit connector"",""hub for conduit"",""NEMA rated hub"",""BRI watertight hub"",""watertight electrical parts"",""PVC watertight connector"",""corrosion-resistant hub"",""152DC electrical accessory"",19.1mm,""19.1 mm"",19mm,""19 mm"",1.91cm,""1.91 cm"",1.9cm,""1.9 cm""}"
BRI,156DC,"2"" WATERTIGHT HUB",{00-00-503},"{""2 inch watertight hub"",""watertight fittings"",""electrical hub"",""waterproof connector"",""NEMA rated hub"",""BRI 156DC"",""2\"" hub"",""electrical conduit fitting"",""watertight junction"",50.8mm,""50.8 mm"",51mm,""51 mm"",5.08cm,""5.08 cm"",5.1cm,""5.1 cm""}"
BRI,1691,"1/2"" STEEL KNOCKOUT PLUG",{18-40-701},"{""1/2 inch steel knockout plug"",""knockout plug"",""KO plug"",""knockout cap"",""steel plug"",""metal conduit accessory"",""NEMA type not applicable"",""high durability rating"",""electrical fitting"",""cable entry hardware"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
BRI,1692,"3/4"" STEEL KNOCKOUT PLUG",{18-40-702},"{""3/4\"" steel knockout plug"",""knockout plug"",""cable entry plug"",""NEMA type"",""metal plug"",""steel plug"",""conduit accessory"",""plug for conduit"",""BRI catalog 1692"",""electrical hardware"",19.1mm,""19.1 mm"",19mm,""19 mm"",1.91cm,""1.91 cm"",1.9cm,""1.9 cm""}"
BRI,1693,"1"" STEEL KNOCKOUT PLUG",{18-40-703},"{""1 inch steel knockout plug"",""knockout plug"",""KO plug"",""steel plug"",""metal knockout"",""NEMA rated plug"",""1\"" KO"",""steel electrical components"",""high ratings knockout plug"",25.4mm,""25.4 mm"",25mm,""25 mm"",2.54cm,""2.54 cm"",2.5cm,""2.5 cm""}"
BRI,1694,"1-1/4"" STEEL KNOCKOUT PLUG",{18-40-704},"{""1-1/4\"" Steel Knockout Plug"",""Steel Knockout Plug"",""Knockout Plug"",""K.O. Plug"",""1.25 Inch KO Plug"",""Metal Knockout Plug"",""NEMA Rated Plug"",""Steel Material"",""Electrical Accessory"",""Electrical Fitting"",31.8mm,""31.8 mm"",32mm,""32 mm"",3.18cm,""3.18 cm"",3.2cm,""3.2 cm"",6.4mm,""6.4 mm"",6mm,""6 mm"",0.64cm,""0.64 cm"",0.6cm,""0.6 cm""}"
BRI,1695,"1-1/2"" STEEL KNOCKOUT PLUG",{18-40-705},"{""1-1/2 inch knockout plug"",""steel knockout plug"",""knockout cap"",""KO plug"",""metal knockout plug"",""NEMA type for electrical enclosure"",""electrical fittings"",""heavy-duty knockout plug"",""BRI electrical supply"",""industrial knockout plug"",38.1mm,""38.1 mm"",38mm,""38 mm"",3.81cm,""3.81 cm"",3.8cm,""3.8 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
BRI,1696,"2"" STEEL KNOCKOUT PLUG",{18-40-706},"{""2 inch steel knockout plug"",""knockout plug"",""KO plug"",""steel plug"",""NEMA type 1"",""circular knockout"",""electrical conduit access"",""heavy duty knockout"",""metal plug"",""cable entry plug"",50.8mm,""50.8 mm"",51mm,""51 mm"",5.08cm,""5.08 cm"",5.1cm,""5.1 cm""}"
BRI,1901,"1/2"" TWO HOLE RIGID STRAP",{18-40-801},"{""1/2 inch two hole rigid strap"",""two hole strap"",""rigid strap"",THS,""metal strap"",""high strength"",""NEMA rated"",""conduit support"",""electrical mounting bracket"",""BRI rigid strap"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
BRI,1902,"3/4"" TWO HOLE RIGID STRAP",{18-40-802},"{""3/4\"" two hole rigid strap"",""rigid strap"",""2 hole strap"",""two hole strap"",bracket,""metal strap"",NEMA,rating,BRI,""catalog 1902"",19.1mm,""19.1 mm"",19mm,""19 mm"",1.91cm,""1.91 cm"",1.9cm,""1.9 cm""}"
BRI,1903,"1"" TWO HOLE RIGID STRAP",{18-40-803},"{""1 inch two hole rigid strap"",""Rigid Strap"",""two hole strap"",""RIGID STRAP 1\"""",""metal strap"",""steel strap"",""NEMA rated"",""cable support"",""electrical mounting hardware"",25.4mm,""25.4 mm"",25mm,""25 mm"",2.54cm,""2.54 cm"",2.5cm,""2.5 cm""}"
BRI,1904,"1-1/4"" TWO HOLE RIGID STRAP",{18-40-804},"{""1-1/4 inch two hole rigid strap"",""rigid conduit strap"",""conduit support"",""two hole strap"",""metal strap"",""BRI rigid strap"",""NEMA rated strap"",""hardware support"",""conduit mounting"",1904,31.8mm,""31.8 mm"",32mm,""32 mm"",3.18cm,""3.18 cm"",3.2cm,""3.2 cm"",6.4mm,""6.4 mm"",6mm,""6 mm"",0.64cm,""0.64 cm"",0.6cm,""0.6 cm""}"
BRI,1905,"1-1/2"" TWO HOLE RIGID STRAP",{18-40-805},"{""1-1/2 inch two hole rigid strap"",""two hole strap"",""rigid conduit strap"",""conduit support"",""metal strap"",""NEMA rated rigid strap"",""two hole conduit clamp"",""electrical support bracket"",""1.5 inch metal strap"",""BRI two hole rigid strap"",38.1mm,""38.1 mm"",38mm,""38 mm"",3.81cm,""3.81 cm"",3.8cm,""3.8 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
BRI,1906,"2"" TWO HOLE RIGID STRAP",{18-40-806},"{""2\"" two hole rigid strap"",""rigid strap"",""two hole strap"",RHS-2,""metal strap"",""steel strap"",""high strength"",""NEMA rated"",""electrical mounting hardware"",""support bracket"",50.8mm,""50.8 mm"",51mm,""51 mm"",5.08cm,""5.08 cm"",5.1cm,""5.1 cm""}"
BRI,1907,"2-1/2"" TWO HOLE RIGID STRAP",{18-40-901},"{""2-1/2\"" two hole rigid strap"",""two hole strap"",""rigid strap"",""cable strap"",""metal strap"",""NEMA approved strap"",63.5mm,""63.5 mm"",64mm,""64 mm"",6.35cm,""6.35 cm"",6.4cm,""6.4 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
BRI,1908,"3"" TWO HOLE RIGID STRAP",{18-40-902},"{""3 inch two hole rigid strap"",""rigid conduit strap"",""conduit support strap"",""2 hole rigid strap"",""metal conduit strap"",""NEMA rated strap"",""BRI rigid strap"",""three inch conduit strap"",""heavy-duty conduit strap"",76.2mm,""76.2 mm"",76mm,""76 mm"",7.62cm,""7.62 cm"",7.6cm,""7.6 cm""}"
BRI,1909,"3-1/2"" TWO HOLE RIGID STRAP",{18-40-903},"{""3-1/2\"" two hole rigid strap"",""two hole strap"",""rigid strap"",""rigid conduit strap"",""3.5 inch strap"",""NEMA rated strap"",""metal strap"",""heavy duty strap"",""electrical conduit accessories"",""BRI strap"",88.9mm,""88.9 mm"",89mm,""89 mm"",8.89cm,""8.89 cm"",8.9cm,""8.9 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
BRI,1910,"4"" TWO HOLE RIGID STRAP",{18-40-904},"{""4-inch two hole rigid strap"",""rigid strap"",""2 hole strap"",""national electrical code"",""metal strap"",""NEMA type"",BRI,""cable support"",""strapping hardware"",""electrical fastening"",101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm""}"
BRI,1920,"1/2"" TWO HOLE EMT STRAP",{18-38-601},"{""1/2 inch two hole EMT strap"",""EMT strap"",""electrical metallic tubing strap"",""2 hole strap"",""metal strap"",""steel EMT strap"",""NEMA rated EMT strap"",""BRI EMT strap"",""two hole conduit strap"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
BRI,1921,"3/4"" TWO HOLE EMT STRAP",{18-38-703},"{""3/4\"" two hole EMT strap"",""EMT strap"",""Electrical metallic tubing strap"",strap,metal,""NEMA type 1"",""heavy duty"",""two hole"",""3/4 inch"",""BRI catalog 1921"",19.1mm,""19.1 mm"",19mm,""19 mm"",1.91cm,""1.91 cm"",1.9cm,""1.9 cm""}"
BRI,1922,"1"" TWO HOLE EMT STRAP",{18-38-704},"{""1 inch two hole EMT strap"",""EMT strap"",""electrical conduit strap"",""two hole strap"",""1\"" EMT strap"",""conduit support"",""electricity mounting hardware"",""metal strap"",""rated for NEMA"",""BRI catalog 1922"",25.4mm,""25.4 mm"",25mm,""25 mm"",2.54cm,""2.54 cm"",2.5cm,""2.5 cm""}"
BRI,1923,"1-1/4"" TWO HOLE EMT STRAP",{18-38-901},"{""1-1/4\"" two hole EMT strap"",""EMT strap"",""conduit strap"",""two hole strap"",""1.25 inch EMT strap"",""Electrical Metallic Tubing strap"",""metal strap"",""NEMA type not applicable"",""BRI catalog 1923"",""BRI electrical parts"",31.8mm,""31.8 mm"",32mm,""32 mm"",3.18cm,""3.18 cm"",3.2cm,""3.2 cm"",6.4mm,""6.4 mm"",6mm,""6 mm"",0.64cm,""0.64 cm"",0.6cm,""0.6 cm""}"
BRI,1924,"1-1/2"" TWO HOLE EMT STRAP",{18-38-902},"{""1-1/2 inch two hole EMT strap"",""EMT strap"",""electrical conduit strap"",""two hole strap"",""metal strap"",""BRI EMT strap"",""EMT fitting"",""conduit accessories"",""NEMA ratings"",38.1mm,""38.1 mm"",38mm,""38 mm"",3.81cm,""3.81 cm"",3.8cm,""3.8 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm"",112,""1 1/2\"""",""1 1/2in"",""1 1/2 in"",""1 1/2 in.""}"
BRI,1925,"2"" TWO HOLE EMT STRAP",{18-38-603},"{""2 inch EMT strap"",""two hole EMT strap"",""EMT conduit support"",""electrical strap"",""conduit hanger"",""steel EMT strap"",""NEMA rated strap"",""BRI 1925"",""Electrical installation hardware"",""two hole strap"",50.8mm,""50.8 mm"",51mm,""51 mm"",5.08cm,""5.08 cm"",5.1cm,""5.1 cm"",""2\"""",2in,""2 in."",""2 in""}"
BRI,2100,"1/2"" EMT/RIGID CONDUIT HANGER",{18-02-902},"{""1/2 inch EMT conduit hanger"",""1/2 inch rigid conduit support"",""conduit hanger"",""EMT hanger"",""rigid conduit hanger"",""conduit support bracket"",""medium duty conduit hanger"",""NEMA type conduit hanger"",""BRI conduit accessories"",""metal conduit hanger"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
BRI,2100BN,#0 SS HANGER W/BOLT & NUT,{00-00-805},"{""#0 SS Hanger with Bolt & Nut"",hangers,""suspension hangers"",""0 gauge SS hanger"",""Stainless Steel"",N/A,NEMA-rated,fasteners,hardware,2100BN}"
BRI,2110,"3/4"" EMT/RIGID CONDUIT HANGER",{18-02-901},"{""3/4 inch EMT conduit hanger"",""Rigid conduit support"",""Conduit hanger"",""EMT hanger"",""Conduit mounting bracket"",""Electrical conduit hardware"",""NEMA L Series"",""Steel conduit hanger"",""BRI catalog 2110"",19.1mm,""19.1 mm"",19mm,""19 mm"",1.91cm,""1.91 cm"",1.9cm,""1.9 cm"",""3/4\"""",3/4,0.75,3/4in.,""3/4 in"",""3/4 in."",3/4in,3/4inches}"
BRI,2120,"1"" EMT/RIGID CONDUIT HANGER",{18-38-904},"{""1\"" EMT conduit hanger"",""1 inch rigid conduit hanger"",""EMT conduit support"",""rigid conduit support"",""electrical conduit hanger"",""conduit mounting bracket"",""BRI conduit hanger"",""steel conduit hanger"",""NEMA rated conduit hanger"",25.4mm,""25.4 mm"",25mm,""25 mm"",2.54cm,""2.54 cm"",2.5cm,""2.5 cm""}"
BRI,2125,"1-1/4"" EMT CONDUIT HANGER",{18-38-701},"{""1-1/4 inch EMT conduit hanger"",""conduit hanger"",""electrical conduit support"",""EMT support bracket"",""NEMA type: not applicable"",""steel conduit hanger"",""BRI 2125 hanger"",""conduit fastening hardware"",""1.25 inch tubular hanger"",""conduit mounting accessory"",31.8mm,""31.8 mm"",32mm,""32 mm"",3.18cm,""3.18 cm"",3.2cm,""3.2 cm"",6.4mm,""6.4 mm"",6mm,""6 mm"",0.64cm,""0.64 cm"",0.6cm,""0.6 cm""}"
BRI,2130,"1-1/4"" RIGID / 1-1/2"" EMT CONDUIT HANGER",{18-38-905},"{""1-1/4\"" RIGID CONDUIT HANGER"",""1-1/2\"" EMT CONDUIT SUPPORT"",""conduit hanger"",""conduit support bracket"",""EMT hanger"",""NEMA rated conduit hangers"",0722130,""BRI conduit hanger"",""steel conduit hanger"",""heavy-duty conduit support"",31.8mm,""31.8 mm"",32mm,""32 mm"",3.18cm,""3.18 cm"",3.2cm,""3.2 cm"",38.1mm,""38.1 mm"",38mm,""38 mm"",3.81cm,""3.81 cm"",3.8cm,""3.8 cm"",6.4mm,""6.4 mm"",6mm,""6 mm"",0.64cm,""0.64 cm"",0.6cm,""0.6 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
BRI,2140,"1-1/2"" RIGID CONDUIT HANGER",{18-38-604},"{""1-1/2\"" Rigid Conduit Hanger"",""Conduit Hanger"",""Rigid Conduit Support"",CH-1.5,Steel,""Heavy Duty"",NEMA,""Electrical Conduit Accessories"",Hanger,""Support Bracket"",38.1mm,""38.1 mm"",38mm,""38 mm"",3.81cm,""3.81 cm"",3.8cm,""3.8 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
BRI,2150,"2"" EMT/RIGID CONDUIT HANGER",{18-38-502},"{""2 inch EMT conduit hanger"",""2 inch rigid conduit hanger"",""conduit support bracket"",""EMT hanger"",""rigid hanger"",""conduit fastening hardware"",""NEMA rated conduit accessory"",""steel conduit hanger"",""BRI 2150"",""conduit mounting accessory"",50.8mm,""50.8 mm"",51mm,""51 mm"",5.08cm,""5.08 cm"",5.1cm,""5.1 cm""}"
BRI,2160,"2-1/2"" EMT/RIGID CONDUIT HANGER",{18-38-801},"{""2-1/2 inch EMT conduit hanger"",""Rigid conduit support"",""EMT conduit clamp"",""Rigid conduit hanger"",""Electrical conduit brackets"",""NEMA rating"",""Steel conduit hanger"",""Pipe support"",""Conduit accessories"",""BRI catalog 2160"",63.5mm,""63.5 mm"",64mm,""64 mm"",6.35cm,""6.35 cm"",6.4cm,""6.4 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
BRI,2170,"3"" EMT/RIGID CONDUIT HANGER",{18-38-802},"{""3\"" EMT conduit hanger"",""3 inch rigid conduit support"",""EMT conduit hanger"",""rigid conduit hanger"",""conduit support bracket"",""conduit hanger accessory"",""BRI conduit hanger"",""conduit mounting hardware"",""steel conduit hanger"",""NEMA rated conduit support"",76.2mm,""76.2 mm"",76mm,""76 mm"",7.62cm,""7.62 cm"",7.6cm,""7.6 cm""}"
